restaurant,item,food_type,meat,addition,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad
Taco Bell,Smothered Burrito - Steak,burrito,beef,other,670,260,29,11,0.5,80,2080,68,7,4,35,NA,NA,NA,Other
Taco Bell,Chicken Spicy Cheesy Core Burrito,burrito,chicken,other,540,180,20,8,0,55,1740,66,5,5,24,15,8,35,Other
Taco Bell,Steak Spicy Cheesy Core Burrito,burrito,beef,other,550,190,21,9,0,50,1750,66,5,5,24,10,6,35,Other
Taco Bell,Beef Spicy Cheesy Core Burrito,burrito,beef,other,570,210,23,10,0.5,45,1760,68,7,5,22,15,6,35,Other
Taco Bell,Triple Melt Burrito,burrito,other,other,410,140,16,6,0,30,1030,50,4,3,15,6,2,20,Other
Taco Bell,XXL Grilled Stuft Burrito - Beef,burrito,beef,other,880,380,42,14,1,75,2020,94,12,6,31,NA,NA,NA,Other
Taco Bell,XXL Grilled Stuft Burrito - Chicken,other,chicken,other,830,320,35,11,0,85,1940,91,10,6,37,NA,NA,NA,Other
Taco Bell,XXL Grilled Stuft Burrito - Steak,other,beef,other,820,320,36,12,1,70,2020,91,10,7,33,NA,NA,NA,Other
Taco Bell,Chicken Soft Taco,taco,chicken,other,170,50,6,3,0,30,460,18,1,1,12,NA,NA,NA,Other
Taco Bell,Cool Ranch® Doritos® Double Decker® Taco,taco,beef,other,320,120,14,5,0,25,770,36,6,2,13,NA,NA,NA,Other
Taco Bell,Cool Ranch® Doritos® Locos Taco,taco,beef,other,160,90,10,3.5,0,25,350,13,2,1,8,NA,NA,NA,Other
Taco Bell,Cool Ranch® Doritos® Locos Taco Supreme,taco,beef,other,200,100,12,4.5,0,35,370,15,3,3,9,NA,NA,NA,Other
Taco Bell,Crunchy Taco,taco,beef,other,170,90,10,4,0,25,290,12,3,1,8,NA,NA,NA,Other
Taco Bell,Crunchy Taco Supreme®,taco,beef,other,200,110,12,5,0,35,320,15,3,2,9,NA,NA,NA,Other
Taco Bell,Double Decker® Taco,taco,beef,other,320,120,14,5,0,25,640,37,7,2,13,NA,NA,NA,Other
Taco Bell,DOUBLE DECKER® Taco Supreme®,taco,beef,other,350,140,16,6,0,35,670,40,7,3,14,NA,NA,NA,Other
Taco Bell,Spicy Sweet Double Stacked Taco,taco,beef,other,340,160,18,7,0,35,640,32,4,6,12,10,2,15,Other
Taco Bell,Cool Ranch Habanero Double Stacked Taco,taco,beef,other,350,180,20,8,0.5,40,630,30,4,3,13,15,2,20,Other
Taco Bell,Nacho Crunch Double Stacked Taco,taco,beef,other,380,170,19,6,0,35,650,39,5,2,13,8,2,20,Other
Taco Bell,Fiery Doritos® Double Decker® Taco,taco,beef,other,320,120,13,5,0,25,770,36,7,2,14,NA,NA,NA,Other
Taco Bell,Fiery Doritos® Locos Taco,taco,beef,other,170,90,10,3.5,0,25,370,12,3,1,8,NA,NA,NA,Other
Taco Bell,Fiery Doritos® Locos Taco Supreme,taco,beef,other,200,110,12,5,0,30,390,15,3,2,9,NA,NA,NA,Other
Taco Bell,Grilled Steak Soft Taco,taco,beef,other,250,130,14,4,0,30,550,19,2,2,11,NA,NA,NA,Other
Taco Bell,Nacho Cheese Doritos® Double Decker® Taco,taco,beef,other,320,120,13,5,0,25,760,36,7,2,14,NA,NA,NA,Other
Taco Bell,Nacho Cheese Doritos® Locos Tacos,taco,beef,other,170,80,9,4,0,25,340,13,2,1,8,NA,NA,NA,Other
Taco Bell,Nacho Cheese Doritos® Locos Tacos Supreme,taco,beef,other,200,100,11,5,0,35,370,15,3,2,9,NA,NA,NA,Other
Taco Bell,Soft Taco Supreme® – Beef,taco,beef,other,230,100,11,5,0,35,530,22,3,3,10,NA,NA,NA,Other
Taco Bell,Soft Taco-Beef,taco,beef,other,200,80,9,4,0,25,510,19,3,1,10,NA,NA,NA,Other
Taco Bell,Spicy Potato Soft Taco,taco,beef,other,250,120,13,3,0,10,510,28,3,1,6,NA,NA,NA,Other
Taco Bell,Chalupa Supreme® - Chicken,taco,chicken,other,340,160,18,4,0,40,530,29,3,4,16,NA,NA,NA,Other
Taco Bell,Chalupa Supreme® - Steak,taco,beef,other,340,170,18,4,0,30,570,29,3,4,14,NA,NA,NA,Other
Taco Bell,Chalupa Supreme®–Beef,taco,beef,other,370,190,21,5,0,30,570,31,4,4,13,NA,NA,NA,Other
Taco Bell,Double Chalupa,taco,other,other,600,310,35,8,0.5,50,1010,50,6,5,21,15,4,15,Other
Taco Bell,Wild Naked Chicken Chalupa,taco,chicken,other,420,250,28,6,0,65,1070,23,4,2,19,6,4,6,Other
Taco Bell,Mild Naked Chicken Chalupa,taco,chicken,other,440,270,30,7,0,70,1090,22,3,1,20,6,4,6,Other
Taco Bell,Spicy Double Chalupa,taco,other,other,600,310,35,8,0.5,50,1240,52,7,5,21,15,8,15,Other
Taco Bell,Fresco Bean Burrito,burrito,other,other,350,80,9,3,0,0,950,57,9,3,11,NA,NA,NA,Other
Taco Bell,Fresco Burrito Supreme® – Chicken,burrito,chicken,other,340,80,8,3,0,25,1020,50,7,4,17,NA,NA,NA,Other
Taco Bell,Fresco Burrito Supreme® – Steak,burrito,beef,other,340,80,9,3,0,15,1060,50,7,4,15,NA,NA,NA,Other
Taco Bell,Fresco Chicken Soft Taco,taco,other,other,150,35,4,1,0,25,460,18,2,2,11,NA,NA,NA,Other
Taco Bell,Fresco Crunchy Taco,taco,other,other,140,70,8,2,0,20,290,13,3,1,6,NA,NA,NA,Other
Taco Bell,Fresco Grilled Steak Soft Taco,taco,other,other,150,35,4,2,0,15,500,19,2,2,9,NA,NA,NA,Other
Taco Bell,Fresco Soft Taco,taco,other,other,170,60,7,3,0,20,500,20,3,2,8,NA,NA,NA,Other
Taco Bell,Cheesy Gordita Crunch,other,other,other,490,260,29,10,1,55,810,39,5,6,20,NA,NA,NA,Other
Taco Bell,Doritos® Cheesy Gordita Crunch - Cool Ranch,other,other,other,490,250,28,10,1,55,890,40,5,5,20,NA,NA,NA,Other
Taco Bell,Doritos® Cheesy Gordita Crunch - Fiery,other,other,other,490,250,28,10,1,55,890,40,5,4,20,NA,NA,NA,Other
Taco Bell,Doritos® Cheesy Gordita Crunch - Nacho Cheese,other,other,other,490,250,28,10,1,55,880,40,5,5,20,NA,NA,NA,Other
Taco Bell,Double Cheesy Gordita Crunch,other,other,other,570,290,32,12,1,70,1110,44,7,5,25,15,2,30,Other
Taco Bell,Gordita Supreme® – Beef,other,other,other,300,120,14,5,0,30,550,31,4,6,13,NA,NA,NA,Other
Taco Bell,Gordita Supreme® - Chicken,other,other,other,270,90,10,4,0,40,510,29,2,6,16,NA,NA,NA,Other
Taco Bell,Gordita Supreme® - Steak,other,other,other,270,90,11,4,0,30,550,29,2,6,14,NA,NA,NA,Other
Taco Bell,Nacho Fries Bellgrande,other,other,other,710,360,41,6,0,30,1420,73,10,4,13,10,4,8,Other
Taco Bell,Nachos BellGrande®,nachos,other,other,760,360,39,6,0,30,1100,82,13,5,18,NA,NA,NA,Other
Taco Bell,Nachos Supreme,nachos,other,other,430,210,23,5,0,30,690,44,7,3,12,NA,NA,NA,Other
Taco Bell,Triple Layer Nachos,nachos,other,other,320,140,15,1.5,0,0,600,41,6,2,7,NA,NA,NA,Other
Taco Bell,Triple Melt Nachos,nachos,other,other,260,140,16,4.5,0,30,550,19,3,1,10,6,0,10,Other
Taco Bell,Beefy Cheddar Crunchwrap Slider,other,other,other,410,170,19,6,0,25,960,46,4,3,14,NA,NA,NA,Other
Taco Bell,Beefy Mini Quesadilla,other,other,other,210,110,12,4,0,25,560,17,3,1,9,NA,NA,NA,Other
Taco Bell,Beefy Nacho Griller,other,other,other,420,170,19,4.5,0,20,870,49,5,3,12,NA,NA,NA,Other
Taco Bell,BLT Crunchwrap Slider,other,other,other,430,210,23,5,0,20,900,43,3,4,12,NA,NA,NA,Other
Taco Bell,Cantina Power Bowl - Chicken,other,other,other,560,200,22,4,0,60,1520,64,9,4,26,NA,NA,NA,Other
Taco Bell,Cantina Power Bowl - Steak,other,other,other,580,210,23,4,0,50,1460,66,10,4,27,NA,NA,NA,Other
Taco Bell,Cantina Power Bowl - Veggie,other,other,other,540,190,21,3,0,10,1310,75,14,4,14,NA,NA,NA,Other
Taco Bell,Cheese Quesadilla,other,other,other,480,240,27,11,1,50,1000,40,4,3,19,NA,NA,NA,Other
Taco Bell,Cheese Roll-Up,other,other,other,190,80,9,5,0,20,450,18,2,1,9,NA,NA,NA,Other
Taco Bell,Chicken Quesadilla,other,other,other,520,250,28,12,1,75,1210,41,4,3,27,NA,NA,NA,Other
Taco Bell,Chickstar,other,other,other,620,340,37,8,0,50,1290,53,4,4,17,8,6,15,Other
Taco Bell,Chili Cheese Burrito,burrito,other,other,380,150,17,8,1,35,930,41,5,2,16,NA,NA,NA,Other
Taco Bell,Chipotle Crispy Chicken Griller,other,other,other,290,170,18,3,0,25,640,22,1,1,9,NA,NA,NA,Other
Taco Bell,Crispy Chicken Quesadilla,other,other,other,650,340,37,13,0.5,75,1480,51,5,3,26,10,2,45,Other
Taco Bell,Crunchwrap Supreme®,other,other,other,540,190,21,6,0,30,1110,71,7,7,16,NA,NA,NA,Other
Taco Bell,Double Tostada,other,other,other,270,100,11,4,0,15,650,32,8,2,12,NA,NA,NA,Other
Taco Bell,Express Taco Salad w/ Chips,other,other,other,580,260,29,9,1,60,1270,59,8,7,23,NA,NA,NA,Other
Taco Bell,Loaded Potato Griller,other,other,other,470,200,22,6,0,25,1120,55,4,5,13,NA,NA,NA,Other
Taco Bell,Mexican Pizza,other,other,other,540,270,31,8,1,40,860,47,7,2,20,NA,NA,NA,Other
Taco Bell,MexiMelt®,other,other,other,270,130,14,7,1,40,740,21,3,2,14,NA,NA,NA,Other
Taco Bell,Steak Quesalupa,other,other,other,440,210,23,10,0.5,60,840,36,3,3,22,15,6,35,Other
Taco Bell,Chicken Quesalupa,other,other,other,440,200,23,10,0.5,60,840,37,3,3,22,15,8,35,Other
Taco Bell,Beef Quesalupa,other,other,other,460,240,26,11,1,50,890,38,4,3,19,15,6,35,Other
Taco Bell,Shredded Chicken Mini Quesadilla,other,other,other,180,70,8,2.5,0,25,540,15,2,1,12,NA,NA,NA,Other
Taco Bell,Spicy Chicken Crunchwrap Slider,other,other,other,400,180,20,4,0,25,900,42,3,3,15,NA,NA,NA,Other
Taco Bell,Spicy Tostada,other,other,other,200,90,10,2.5,0,10,440,22,4,1,7,NA,NA,NA,Other
Taco Bell,Stacker,other,other,other,390,170,18,8,0.5,40,1050,39,4,3,18,8,2,30,Other
Taco Bell,Steak Quesadilla,other,other,other,520,250,28,12,1,65,1250,41,4,3,25,NA,NA,NA,Other
Taco Bell,Original Triple Double Crunchwrap,other,other,other,700,270,30,9,0.5,45,1550,85,9,7,23,15,6,25,Other
Taco Bell,Spicy Triple Double Crunchwrap,other,other,other,780,340,38,10,0.5,50,1850,87,9,8,23,20,10,25,Other
Taco Bell,Express Taco Salad w/ Chips,salad,salad,none,580,260,29,9,1,60,1270,59,8,7,23,NA,NA,NA,Other
Taco Bell,Fiesta Taco Salad-Beef,salad,salad,beef,780,380,42,10,1,60,1340,74,11,7,26,NA,NA,NA,Other
Taco Bell,Fiesta Taco Salad-Chicken,salad,salad,chicken,720,320,35,7,0,70,1260,70,8,8,32,NA,NA,NA,Other
Taco Bell,Fiesta Taco Salad-Steak,salad,salad,beef,720,320,36,8,1,55,1340,70,8,8,28,NA,NA,NA,Other
